#Name: kind
#Label: Kind
#Description: View the kind of instructions.
0	1	00008528	 kind=IS_INT|IS_ALU
0	1	0000852c	 kind=IS_MEM|IS_STORE|IS_MULTI
0	1	00008530	 kind=IS_INT|IS_ALU
0	1	00008534	 kind=IS_INT|IS_ALU
0	1	00008538	 kind=IS_INT|IS_ALU
0	1	0000853c	 kind=IS_MEM|IS_STORE|IS_INT
0	1	00008540	 kind=IS_MEM|IS_LOAD|IS_INT
0	1	00008544	 kind=IS_INT|IS_ALU
0	1	00008548	 kind=IS_MEM|IS_LOAD|IS_INT
0	1	0000854c	 kind=IS_INT|IS_ALU
0	1	00008550	 kind=IS_INT|IS_ALU
0	1	00008554	 kind=IS_INT|IS_ALU
0	1	00008558	 kind=IS_MEM|IS_STORE|IS_INT
0	1	0000855c	 kind=IS_INT|IS_ALU
0	1	00008560	 kind=IS_MEM|IS_LOAD|IS_INT
0	1	00008564	 kind=IS_INT|IS_ALU
0	1	00008568	 kind=IS_INT|IS_ALU
0	1	0000856c	 kind=IS_CONTROL|IS_CALL
0	2	00008570	 kind=IS_INT|IS_ALU
0	2	00008574	 kind=IS_MEM|IS_STORE|IS_INT
0	2	00008578	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	0000857c	 kind=IS_INT|IS_ALU
0	2	00008580	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	00008584	 kind=IS_INT|IS_ALU
0	2	00008588	 kind=IS_INT|IS_ALU
0	2	0000858c	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	00008590	 kind=IS_INT|IS_ALU
0	2	00008594	 kind=IS_MEM|IS_STORE|IS_INT
0	2	00008598	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	0000859c	 kind=IS_INT|IS_ALU
0	2	000085a0	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	000085a4	 kind=IS_INT|IS_ALU
0	2	000085a8	 kind=IS_INT|IS_ALU
0	2	000085ac	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	000085b0	 kind=IS_MEM|IS_STORE|IS_INT
0	2	000085b4	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	000085b8	 kind=IS_MEM|IS_LOAD|IS_INT
0	2	000085bc	 kind=IS_INT|IS_ALU
0	2	000085c0	 kind=IS_INT|IS_ALU
0	2	000085c4	 kind=IS_INT|IS_ALU
0	2	000085c8	 kind=IS_INT|IS_ALU
0	2	000085cc	 kind=IS_INT|IS_ALU
0	2	000085d0	 kind=IS_CONTROL|IS_CALL
0	3	000085d4	 kind=IS_INT|IS_ALU
0	3	000085d8	 kind=IS_MEM|IS_STORE|IS_INT
0	3	000085dc	 kind=IS_INT|IS_ALU
0	3	000085e0	 kind=IS_INT|IS_ALU
0	3	000085e4	 kind=IS_INT|IS_ALU
0	3	000085e8	 kind=IS_CONTROL|IS_RETURN|IS_MEM|IS_LOAD|IS_MULTI
1	1	000082c4	 kind=IS_INT|IS_ALU
1	1	000082c8	 kind=IS_MEM|IS_STORE|IS_MULTI
1	1	000082cc	 kind=IS_INT|IS_ALU
1	1	000082d0	 kind=IS_INT|IS_ALU
1	1	000082d4	 kind=IS_MEM|IS_STORE|IS_INT
1	1	000082d8	 kind=IS_MEM|IS_STORE|IS_INT
1	1	000082dc	 kind=IS_MEM|IS_STORE|IS_INT
1	1	000082e0	 kind=IS_MEM|IS_STORE|IS_INT
1	1	000082e4	 kind=IS_MEM|IS_LOAD|IS_INT
1	1	000082e8	 kind=IS_MEM|IS_STORE|IS_INT
1	1	000082ec	 kind=IS_MEM|IS_LOAD|IS_INT
1	1	000082f0	 kind=IS_MEM|IS_LOAD|IS_INT
